,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILI AGE 0-4,ILI AGE 25-49,ILI AGE 25-64,ILI AGE 5-24,ILI AGE 50-64,ILI AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
1013,Census Regions,East South Central,2019,48,4.91518,5.12846,1744,1226,1604,2127,378,260,5735,272,111827,1699,69,97,9.77045,4.06121,5.70924
1014,Census Regions,West South Central,2019,48,7.10909,8.94656,2426,1868,2336,2918,468,287,7967,258,89051,5750,210,975,20.608669999999996,3.65217,16.9565
1015,Census Regions,Mountain,2019,48,3.03424,3.15926,958,656,892,975,236,189,3014,298,95402,2396,56,211,11.14357,2.33723,8.80634
1016,Census Regions,Pacific,2019,48,2.83152,2.64032,622,575,806,1071,231,212,2711,315,102677,5994,204,632,13.9473,3.4034,10.5439
1017,Census Regions,New England,2019,49,1.81736,1.98759,604,633,901,742,268,225,2472,263,124372,2073,55,49,5.0168800000000005,2.65316,2.36372
1018,Census Regions,Mid-Atlantic,2019,49,2.8,2.8607,2463,1365,1910,2047,545,457,6877,376,240396,3541,118,119,6.693020000000001,3.33239,3.36063
1019,Census Regions,East North Central,2019,49,1.88902,2.1364,1240,705,977,1152,272,200,3569,396,167057,7808,167,401,7.27459,2.13883,5.13576
1020,Census Regions,West North Central,2019,49,2.29718,2.6603,599,292,383,609,91,57,1648,199,61948,3113,86,169,8.19146,2.76261,5.42885
1021,Census Regions,South Atlantic,2019,49,3.42467,3.26166,3440,3421,4496,4154,1075,722,12812,597,392806,6138,250,399,10.57348,4.07299,6.50049
1022,Census Regions,East South Central,2019,49,4.91453,5.08944,1757,1610,2054,2338,444,287,6436,273,126458,2096,77,108,8.826329999999999,3.67366,5.15267
1023,Census Regions,West South Central,2019,49,5.92868,7.06104,1814,1996,2518,2502,522,292,7126,254,100920,6490,269,956,18.875239999999998,4.14484,14.7304
1024,Census Regions,Mountain,2019,49,2.97889,3.13667,1038,930,1273,1268,343,275,3854,301,122869,3037,107,274,12.54527,3.52321,9.02206
1025,Census Regions,Pacific,2019,49,2.97026,2.97489,884,991,1360,1577,369,262,4083,318,137249,7633,297,986,16.8086,3.891,12.9176
1026,Census Regions,New England,2019,50,1.89441,2.01631,631,630,899,881,269,218,2629,262,130387,2155,86,71,7.28538,3.99072,3.29466
1027,Census Regions,Mid-Atlantic,2019,50,3.27044,3.299,2610,1696,2296,2855,600,451,8212,383,248924,3951,229,246,12.02227,5.796,6.22627
1028,Census Regions,East North Central,2019,50,2.26058,2.54328,1390,720,981,1437,261,204,4012,390,157749,8542,262,778,12.175139999999999,3.0672,9.10794
1029,Census Regions,West North Central,2019,50,2.5791,3.25282,623,335,444,756,109,65,1888,195,58042,3759,153,387,14.36553,4.07023,10.2953
1030,Census Regions,South Atlantic,2019,50,4.2914,4.1173,3950,3969,5217,6255,1248,793,16215,595,393826,6928,504,607,16.03638,7.27483,8.76155
1031,Census Regions,East South Central,2019,50,6.03641,6.07196,1749,1745,2215,3194,470,264,7422,272,122234,2189,136,140,12.60849,6.21288,6.39561
1032,Census Regions,West South Central,2019,50,7.85494,7.60846,1709,1600,2021,2693,421,278,6701,233,88073,5696,329,975,22.89328,5.77598,17.1173
1033,Census Regions,Mountain,2019,50,3.32334,3.67489,1029,1010,1344,1782,334,314,4469,301,121609,2827,80,326,14.361550000000001,2.82985,11.5317
1034,Census Regions,Pacific,2019,50,3.25619,3.54963,1037,1117,1519,2024,402,316,4896,316,137930,8864,379,1567,21.95392,4.27572,17.6782
1035,Census Regions,New England,2019,51,2.48714,2.64669,844,819,1119,1085,300,242,3290,261,124306,2339,140,164,12.997,5.98546,7.01154
1036,Census Regions,Mid-Atlantic,2019,51,4.21131,4.23364,3032,1994,2738,3949,744,561,10280,386,242817,4673,311,352,14.18788,6.65525,7.53263
1037,Census Regions,East North Central,2019,51,2.95777,3.31371,1572,920,1233,1821,313,220,4846,392,146241,10879,539,1626,19.9007,4.9545,14.9462
1038,Census Regions,West North Central,2019,51,3.69202,4.36157,752,387,504,1132,117,96,2484,192,56952,4562,224,753,21.41603,4.91013,16.5059
1039,Census Regions,South Atlantic,2019,51,5.48109,5.6234,5166,5470,6996,9328,1526,955,22445,592,399136,7828,801,843,21.0015,10.2325,10.769
1040,Census Regions,East South Central,2019,51,7.99059,8.09588,2218,2262,2865,4202,603,327,9612,254,118727,2465,255,222,19.35089,10.3448,9.00609
1041,Census Regions,West South Central,2019,51,10.3031,8.71246,1829,1697,2140,3040,443,270,7279,228,83547,7222,557,1688,31.08555,7.71255,23.373
1042,Census Regions,Mountain,2019,51,3.90406,4.51252,1359,1182,1538,2118,356,354,5369,295,118980,4031,240,645,21.95486,5.95386,16.001
1043,Census Regions,Pacific,2019,51,3.92252,4.49134,1227,1494,1926,2502,432,324,5979,313,133123,10481,630,2286,27.82178,6.01088,21.8109
1044,Census Regions,New England,2019,52,3.72534,3.94891,946,1278,1767,1448,489,402,4563,263,115551,3088,294,297,19.13861,9.52073,9.61788
1045,Census Regions,Mid-Atlantic,2019,52,5.8643,6.02906,3924,3299,4462,4986,1163,886,14258,378,236488,5556,557,791,24.2621,10.0252,14.2369
1046,Census Regions,East North Central,2019,52,4.16875,4.91656,2098,1331,1741,2267,410,305,6411,387,130396,13702,989,2739,27.20772,7.21792,19.9898
1047,Census Regions,West North Central,2019,52,6.67666,7.15568,887,710,918,1204,208,139,3148,194,43993,5291,407,1028,27.12151,7.69231,19.4292
1048,Census Regions,South Atlantic,2019,52,7.55628,7.88028,7223,8196,10651,10835,2455,1595,30304,591,384555,9625,1369,1074,25.3818,14.2234,11.1584
1049,Census Regions,East South Central,2019,52,11.1873,11.1022,3217,3747,4864,4629,1117,654,13364,261,120373,3087,395,349,24.101100000000002,12.7956,11.3055
1050,Census Regions,West South Central,2019,52,13.4922,11.0063,2252,2306,2938,2969,632,420,8579,226,77946,8056,945,2000,36.5566,11.7304,24.8262
1051,Census Regions,Mountain,2019,52,5.64504,7.04488,1916,1984,2600,2856,616,527,7899,300,112124,4463,342,772,24.96081,7.66301,17.2978
1052,Census Regions,Pacific,2019,52,5.40239,6.16753,1634,1766,2314,2810,548,473,7231,305,117243,11156,682,2214,25.9591,6.1133,19.8458
1053,Census Regions,New England,2020,1,3.9217,4.25391,980,1834,2510,1379,676,525,5394,263,126801,3613,357,466,22.77889,9.88099,12.8979
1054,Census Regions,Mid-Atlantic,2020,1,6.13268,6.18784,4067,4346,5892,3951,1546,1239,15149,380,244819,6678,667,878,23.135620000000003,9.98802,13.1476
1055,Census Regions,East North Central,2020,1,3.31085,4.1152,2059,1541,2048,1625,507,408,6140,390,149203,14228,923,2385,23.24991,6.48721,16.7627
1056,Census Regions,West North Central,2020,1,4.51321,5.73441,808,769,1003,822,234,208,2841,200,49543,5216,386,795,22.64191,7.40031,15.2416
1057,Census Regions,South Atlantic,2020,1,6.19322,6.76527,6129,9216,12178,7156,2962,1963,27426,590,405394,8618,940,735,19.43606,10.9074,8.52866
1058,Census Regions,East South Central,2020,1,8.43016,8.51273,2563,3387,4452,2702,1065,778,10495,269,123286,2883,296,231,18.27959,10.2671,8.01249
1059,Census Regions,West South Central,2020,1,10.0768,9.11373,1746,2667,3550,2022,883,559,7877,249,86430,7079,691,1366,29.05777,9.76127,19.2965
1060,Census Regions,Mountain,2020,1,5.12185,6.00567,1771,1990,2671,2016,681,618,7076,297,117822,5129,442,907,26.301460000000002,8.61766,17.6838
1061,Census Regions,Pacific,2020,1,5.15017,5.22182,1441,1900,2554,1710,654,578,6283,319,120322,11733,943,1901,24.23936,8.03716,16.2022
1062,Census Regions,New England,2020,2,3.69926,3.90246,821,1708,2398,1618,690,473,5310,270,136068,3978,414,614,25.842100000000002,10.4072,15.4349
1063,Census Regions,Mid-Atlantic,2020,2,5.40753,5.36953,2951,3825,5203,3831,1378,1020,13005,380,242200,6445,697,736,22.2343,10.8146,11.4197
1064,Census Regions,East North Central,2020,2,2.90446,3.47615,1548,1417,1935,1725,518,335,5543,392,159458,13336,1036,1989,22.682949999999998,7.76845,14.9145
1065,Census Regions,West North Central,2020,2,3.60511,4.63824,699,689,932,867,243,165,2663,200,57414,4805,343,655,20.77,7.1384,13.6316
1066,Census Regions,South Atlantic,2020,2,4.84523,5.25235,4007,7282,9636,6186,2354,1468,21297,596,405476,7455,889,555,19.36957,11.9249,7.44467
1067,Census Regions,East South Central,2020,2,6.35259,6.40223,1637,2489,3267,2350,778,424,7678,266,119927,2315,203,146,15.075600000000001,8.7689,6.3067
1068,Census Regions,West South Central,2020,2,8.83006,7.69548,1358,2565,3357,2145,792,415,7275,258,94536,6532,854,1007,28.490499999999997,13.0741,15.4164
1069,Census Regions,Mountain,2020,2,4.33406,5.22302,1524,2019,2779,2208,760,619,7130,304,136511,4567,546,707,27.4359,11.9553,15.4806
1070,Census Regions,Pacific,2020,2,4.18237,4.07996,1002,1637,2320,1817,683,545,5684,321,139315,11284,1127,1519,23.449089999999998,9.98759,13.4615
1071,Census Regions,New England,2020,3,4.48822,4.69153,976,1762,2403,2403,641,427,6209,268,132345,4176,506,833,32.0642,12.1169,19.9473
1072,Census Regions,Mid-Atlantic,2020,3,5.91048,5.91928,3275,3588,4944,5599,1356,940,14758,386,249321,6201,798,750,24.9637,12.8689,12.0948
1073,Census Regions,East North Central,2020,3,3.06494,3.61725,1526,1262,1708,2254,446,263,5751,392,158988,12878,1427,2080,27.232499999999998,11.0809,16.1516
1074,Census Regions,West North Central,2020,3,4.60386,4.67516,664,507,662,1082,155,125,2533,195,54180,4664,389,770,24.84988,8.34048,16.5094
1075,Census Regions,South Atlantic,2020,3,4.91353,5.28815,4155,6286,8294,7658,2008,1206,21313,596,403033,7322,956,512,20.04912,13.0565,6.99262
1076,Census Regions,East South Central,2020,3,7.04371,6.82777,1746,2233,2994,3110,761,389,8239,272,120669,1986,183,114,14.95468,9.2145,5.74018
1077,Census Regions,West South Central,2020,3,9.69691,8.28167,1545,2426,3157,2911,731,336,7949,254,95983,6775,1259,920,32.1623,18.583,13.5793
1078,Census Regions,Mountain,2020,3,4.87457,5.57008,1701,1941,2625,2730,684,612,7668,305,137664,5211,699,765,28.0944,13.4139,14.6805
1079,Census Regions,Pacific,2020,3,4.18113,3.90982,999,1390,1987,1910,597,430,5326,315,136221,11103,1495,1276,24.9572,13.4648,11.4924
1080,Census Regions,New England,2020,4,5.30297,5.65081,1109,2156,2932,3149,776,446,7636,265,135131,4872,575,1160,35.611599999999996,11.8021,23.8095
1081,Census Regions,Mid-Atlantic,2020,4,6.61179,6.69679,3800,4040,5496,6825,1456,970,17091,378,255212,6242,852,780,26.1455,13.6495,12.496
1082,Census Regions,East North Central,2020,4,4.18391,4.62403,1829,1636,2134,3226,498,274,7463,397,161396,14287,1898,2550,31.133200000000002,13.2848,17.8484
1083,Census Regions,West North Central,2020,4,5.37162,4.83278,652,590,772,1264,182,101,2789,195,57710,4932,602,835,29.1363,12.206,16.9303
1084,Census Regions,South Atlantic,2020,4,6.0665,5.86362,4432,6770,8997,8343,2227,1146,22918,594,390851,7383,1005,571,21.34638,13.6124,7.73398
1085,Census Regions,East South Central,2020,4,7.47204,7.33355,1855,2361,3060,3575,699,344,8834,277,120460,2149,210,143,16.42625,9.77199,6.65426
1086,Census Regions,West South Central,2020,4,9.9676,9.02807,1717,2576,3326,3440,750,386,8869,257,98238,7187,1499,708,30.708219999999997,20.8571,9.85112
1087,Census Regions,Mountain,2020,4,5.6133,6.26466,1984,2036,2832,3133,796,573,8522,301,136033,5712,927,788,30.0245,16.229,13.7955
1088,Census Regions,Pacific,2020,4,4.60767,4.26016,1180,1492,2079,2261,587,430,5950,320,139666,11738,1910,1229,26.742199999999997,16.2719,10.4703
1089,Census Regions,New England,2020,5,6.43424,6.76639,1253,2932,3879,4227,947,593,9952,267,147080,5581,807,1336,38.3982,14.4598,23.9384
1090,Census Regions,Mid-Atlantic,2020,5,7.00079,7.10583,3747,4594,6120,7864,1526,1006,18737,384,263685,6955,1082,931,28.9433,15.5572,13.3861
1091,Census Regions,East North Central,2020,5,5.06884,5.69412,2211,2120,2778,4294,658,367,9650,390,169473,16549,2691,2989,34.3223,16.2608,18.0615
1092,Census Regions,West North Central,2020,5,6.12273,5.35159,685,587,786,1630,199,116,3217,197,60113,5372,857,871,32.166799999999995,15.9531,16.2137
1093,Census Regions,South Atlantic,2020,5,6.93141,6.98139,5056,8819,11644,11199,2825,1406,29305,595,419759,8639,1347,721,23.93797,15.5921,8.34587
1094,Census Regions,East South Central,2020,5,9.1091,9.13917,2158,3165,4127,4688,962,442,11415,270,124902,2524,330,166,19.65136,13.0745,6.57686
1095,Census Regions,West South Central,2020,5,10.851,10.4901,2016,3105,4086,4398,981,458,10958,261,104460,8905,2050,976,33.980900000000005,23.0208,10.9601
1096,Census Regions,Mountain,2020,5,5.43205,6.16585,1958,2056,2847,3346,791,637,8788,299,142527,5873,979,696,28.5203,16.6695,11.8508
1097,Census Regions,Pacific,2020,5,4.78488,4.36759,1215,1511,2149,2471,638,450,6285,321,143901,11826,1959,985,24.89431,16.5652,8.32911
1098,Census Regions,New England,2020,6,7.14812,7.59277,1328,3147,4204,4749,1057,610,10891,266,143439,5607,902,1177,37.078599999999994,16.087,20.9916
1099,Census Regions,Mid-Atlantic,2020,6,7.07231,6.95813,3574,4324,5853,7941,1529,1016,18384,395,264209,6458,1051,855,29.5138,16.2744,13.2394
1100,Census Regions,East North Central,2020,6,5.54928,6.16872,2202,2406,3215,4695,809,399,10511,394,170392,17442,3671,2831,37.2778,21.0469,16.2309
1101,Census Regions,West North Central,2020,6,6.55032,5.82345,752,657,854,1767,197,157,3530,197,60617,5857,1084,967,35.018,18.5078,16.5102
1102,Census Regions,South Atlantic,2020,6,6.75765,7.47746,5189,9642,12772,12307,3130,1666,31934,590,427070,9032,1333,925,25.0,14.7586,10.2414
1103,Census Regions,East South Central,2020,6,9.30749,9.06127,2265,3281,4295,4719,1014,448,11727,273,129419,2675,374,189,21.04672,13.9813,7.06542
1104,Census Regions,West South Central,2020,6,10.4928,10.6206,1951,2920,3818,4070,898,431,10270,262,96699,8117,1787,602,29.432029999999997,22.0155,7.41653
1105,Census Regions,Mountain,2020,6,5.25569,5.83688,1771,1989,2768,2926,779,539,8004,301,137128,5642,1038,496,27.18891,18.3977,8.79121
1106,Census Regions,Pacific,2020,6,4.75166,4.24234,1238,1424,2047,2317,623,436,6038,316,142327,11038,1720,745,22.33191,15.5825,6.74941
1107,Census Regions,New England,2020,7,6.44878,6.64443,1147,2836,3745,3801,909,568,9261,265,139380,4955,821,912,34.9748,16.5691,18.4057
1108,Census Regions,Mid-Atlantic,2020,7,6.10563,5.75557,3126,3749,5183,6292,1434,952,15553,382,270225,6383,1113,638,27.4322,17.4369,9.9953
1109,Census Regions,East North Central,2020,7,5.10449,5.67799,1917,2263,2988,3937,725,387,9229,392,162540,16925,4004,2412,37.9084,23.6573,14.2511
1110,Census Regions,West North Central,2020,7,6.21966,5.99492,724,689,972,1501,283,180,3377,192,56331,6193,1368,829,35.4756,22.0895,13.3861
1111,Census Regions,South Atlantic,2020,7,6.05741,6.49673,4357,8478,11306,9551,2828,1548,26762,591,411930,8206,1139,677,22.13016,13.8801,8.25006
1112,Census Regions,East South Central,2020,7,7.69698,7.42229,1663,2586,3431,3453,845,431,8978,266,120960,2522,305,134,17.406840000000003,12.0936,5.31324
1113,Census Regions,West South Central,2020,7,9.58358,9.82535,1795,2972,3949,3809,977,444,9997,258,101747,7626,1715,509,29.16343,22.4889,6.67453
1114,Census Regions,Mountain,2020,7,4.40958,4.97096,1521,1580,2236,2396,656,531,6684,294,134461,5599,1061,420,26.45114,18.9498,7.50134
1115,Census Regions,Pacific,2020,7,4.53399,4.09144,1143,1275,1849,2169,574,416,5577,318,136309,10848,1846,649,22.99967,17.017,5.98267
1116,Census Regions,New England,2020,8,5.68503,5.91629,989,2406,3364,2742,958,597,7692,267,130014,4465,785,588,30.7503,17.5812,13.1691
1117,Census Regions,Mid-Atlantic,2020,8,5.31825,4.89172,2498,3086,4242,3879,1156,831,11450,382,234069,5775,941,471,24.45024,16.2944,8.15584
1118,Census Regions,East North Central,2020,8,4.64348,5.28226,1763,2303,3057,3354,754,429,8603,386,162866,17248,4258,2111,36.926,24.6869,12.2391
1119,Census Regions,West North Central,2020,8,5.54033,5.32565,666,644,899,1341,255,162,3068,197,57608,5808,1361,701,35.5028,23.4332,12.0696
1120,Census Regions,South Atlantic,2020,8,5.07942,5.73496,3868,7314,9766,7611,2452,1356,22601,592,394092,7384,914,461,18.62133,12.3781,6.24323
1121,Census Regions,East South Central,2020,8,7.50509,6.977,1042,1412,1853,2018,441,228,5141,216,73685,2258,234,123,15.810500000000001,10.3632,5.4473
1122,Census Regions,West South Central,2020,8,8.8901,9.39387,1726,2874,3795,3477,921,490,9488,258,101002,7747,1694,430,27.41704,21.8665,5.55054
1123,Census Regions,Mountain,2020,8,4.48726,4.80977,1520,1561,2222,2032,661,600,6374,296,132522,4942,952,334,26.021900000000002,19.2635,6.7584
1124,Census Regions,Pacific,2020,8,4.39146,4.03307,1161,1308,1931,1874,623,449,5415,315,134265,9585,1575,536,22.02397,16.4319,5.59207
1125,Census Regions,New England,2020,9,4.59296,4.74196,806,2082,2934,2040,852,539,6319,260,133257,4096,664,429,26.6845,16.2109,10.4736
1126,Census Regions,Mid-Atlantic,2020,9,4.73338,4.18954,2104,2772,3795,3232,1023,777,9908,380,236494,5951,974,390,22.92052,16.367,6.55352
1127,Census Regions,East North Central,2020,9,4.37396,4.82177,1540,1995,2753,2832,758,492,7617,382,157971,15978,3829,1549,33.65878,23.9642,9.69458
1128,Census Regions,West North Central,2020,9,6.2024,5.15561,622,609,897,1228,288,195,2942,196,57064,5831,1294,582,32.17284,22.1917,9.98114
1129,Census Regions,South Atlantic,2020,9,4.70009,5.2823,3433,6880,9338,7005,2458,1366,21142,588,400242,6884,853,312,16.92335,12.3911,4.53225
1130,Census Regions,East South Central,2020,9,6.28324,6.09075,1167,2128,2824,2245,696,328,6564,270,107770,2021,202,98,14.84413,9.99505,4.84908
1131,Census Regions,West South Central,2020,9,8.18285,9.01457,1833,2668,3570,3063,902,455,8921,255,98962,6315,1261,269,24.227999999999998,19.9683,4.2597
1132,Census Regions,Mountain,2020,9,3.8674,4.27743,1233,1484,2120,1819,636,505,5677,290,132720,4888,911,253,23.81344,18.6375,5.17594
1133,Census Regions,Pacific,2020,9,4.19025,4.03565,1079,1507,2167,2023,660,450,5719,313,141712,10463,1725,481,21.083849999999998,16.4867,4.59715
1134,Census Regions,New England,2020,10,4.27651,4.57512,758,1921,2750,1912,829,524,5944,263,129920,3693,539,252,21.41892,14.5952,6.82372
1135,Census Regions,Mid-Atlantic,2020,10,5.08432,4.68828,2232,3456,4799,3720,1343,902,11653,379,248556,5931,817,235,17.73733,13.7751,3.96223
1136,Census Regions,East North Central,2020,10,4.20658,4.70325,1444,2222,3034,2644,812,568,7690,386,163504,16004,3687,1226,30.69858,23.038,7.66058
1137,Census Regions,West North Central,2020,10,6.2752,4.94927,649,579,816,1162,237,212,2839,187,57362,4568,985,367,29.59715,21.563,8.03415
1138,Census Regions,South Atlantic,2020,10,5.2516,5.55576,3506,7227,9826,7436,2599,1485,22253,587,400539,7623,934,310,16.31904,12.2524,4.06664
1139,Census Regions,East South Central,2020,10,6.42212,6.20684,1378,2295,3069,2602,774,394,7443,263,119916,2361,238,85,13.680670000000001,10.0805,3.60017
1140,Census Regions,West South Central,2020,10,7.98903,8.78523,1569,2778,3685,2858,907,523,8635,247,98290,6707,1148,292,21.470059999999997,17.1164,4.35366
1141,Census Regions,Mountain,2020,10,3.83921,4.41057,1223,1636,2282,1924,646,549,5978,288,135538,5329,949,180,21.18594,17.8082,3.37774
1142,Census Regions,Pacific,2020,10,4.42767,4.67209,1129,1792,2536,2138,744,541,6344,301,135785,11933,1753,431,18.30223,14.6904,3.61183
1143,Census Regions,New England,2020,11,4.83903,5.3488,678,2135,3010,1831,875,644,6163,245,115222,3792,475,214,18.16986,12.5264,5.64346
1144,Census Regions,Mid-Atlantic,2020,11,6.86048,6.66281,2447,5766,8202,4908,2436,1366,16923,375,253992,6268,652,183,13.321589999999999,10.402,2.91959
1145,Census Regions,East North Central,2020,11,4.41927,5.45102,1390,2568,3430,2577,862,529,7926,371,145404,18475,3161,949,22.24627,17.1096,5.13667
1146,Census Regions,West North Central,2020,11,5.76031,5.04692,613,683,935,956,252,169,2673,187,52963,6105,886,351,20.26209,14.5127,5.74939
1147,Census Regions,South Atlantic,2020,11,5.86081,6.72554,3999,9163,12607,8152,3444,1823,26581,579,395225,9594,856,279,11.83031,8.92224,2.90807
